bioguide_id,representative,party,party_code,state_abbr,Democratic Majority,Not Voting,Present,Republican Majority,Neither,party_split_roll_calls,votes_cast_on_party_split_roll_calls,with_republican_pct,with_democratic_pct,missed_party_split_votes_pct
H001093,Houchin,Republican,R,IN,1,7,0,374,0,382,375,99.7,0.3,1.8
M001233,Messmer,Republican,R,IN,3,5,0,374,0,382,377,99.2,0.8,1.3
S001229,Shreve,Republican,R,IN,1,5,0,376,0,382,377,99.7,0.3,1.3
S000929,Spartz,Republican,R,IN,10,15,0,357,0,382,367,97.3,2.7,3.9
S001188,Stutzman,Republican,R,IN,1,5,0,376,0,382,377,99.7,0.3,1.3
Y000067,Yakym,Republican,R,IN,2,0,0,380,0,382,382,99.5,0.5,0.0
E000298,Estes,Republican,R,KS,5,2,0,375,0,382,380,98.7,1.3,0.5
M000871,Mann,Republican,R,KS,1,0,0,381,0,382,382,99.7,0.3,0.0
S001228,Schmidt,Republican,R,KS,5,3,0,374,0,382,379,98.7,1.3,0.8
B001282,Barr,Republican,R,KY,2,14,0,366,0,382,368,99.5,0.5,3.7
C001108,Comer,Republican,R,KY,4,8,0,370,0,382,374,98.9,1.1,2.1
G000558,Guthrie,Republican,R,KY,12,1,0,369,0,382,381,96.9,3.1,0.3
M001184,Massie,Republican,R,KY,44,13,2,323,0,382,367,88.0,12.0,3.4
R000395,Rogers (KY),Republican,R,KY,13,8,0,361,0,382,374,96.5,3.5,2.1
H001077,Higgins (LA),Republican,R,LA,2,3,0,377,0,382,379,99.5,0.5,0.8
J000299,Johnson (LA),Republican,R,LA,1,0,0,325,0,326,326,99.7,0.3,0.0
L000595,Letlow,Republican,R,LA,2,15,0,365,0,382,367,99.5,0.5,3.9
S001176,Scalise,Republican,R,LA,3,5,0,374,0,382,377,99.2,0.8,1.3
H001052,Harris (MD),Republican,R,MD,8,9,1,364,0,382,372,97.8,2.2,2.4
B001321,Barrett,Republican,R,MI,7,3,0,372,0,382,379,98.2,1.8,0.8
B001301,Bergman,Republican,R,MI,6,10,0,366,0,382,372,98.4,1.6,2.6
H001058,Huizenga,Republican,R,MI,9,5,0,368,0,382,377,97.6,2.4,1.3
J000307,James,Republican,R,MI,12,12,0,358,0,382,370,96.8,3.2,3.1
M001136,McClain,Republican,R,MI,8,8,0,366,0,382,374,97.9,2.1,2.1
M001194,Moolenaar,Republican,R,MI,10,2,0,370,0,382,380,97.4,2.6,0.5
W000798,Walberg,Republican,R,MI,10,3,0,369,0,382,379,97.4,2.6,0.8
E000294,Emmer,Republican,R,MN,2,3,0,377,0,382,379,99.5,0.5,0.8
F000475,Finstad,Republican,R,MN,2,5,0,375,0,382,377,99.5,0.5,1.3
F000470,Fischbach,Republican,R,MN,2,1,0,379,0,382,381,99.5,0.5,0.3
S001212,Stauber,Republican,R,MN,11,4,0,367,0,382,378,97.1,2.9,1.0
A000379,Alford,Republican,R,MO,11,6,0,365,0,382,376,97.1,2.9,1.6
B001316,Burlison,Republican,R,MO,9,15,0,358,0,382,367,97.5,2.5,3.9
G000546,Graves,Republican,R,MO,3,11,0,368,0,382,371,99.2,0.8,2.9
O000177,Onder,Republican,R,MO,6,7,0,369,0,382,375,98.4,1.6,1.8
S001195,Smith (MO),Republican,R,MO,4,9,0,369,0,382,373,98.9,1.1,2.4
W000812,Wagner,Republican,R,MO,10,2,0,370,0,382,380,97.4,2.6,0.5
E000235,Ezell,Republican,R,MS,8,1,0,373,0,382,381,97.9,2.1,0.3
G000591,Guest,Republican,R,MS,6,7,0,369,0,382,375,98.4,1.6,1.8
K000388,Kelly (MS),Republican,R,MS,1,4,0,377,0,382,378,99.7,0.3,1.0
D000634,Downing,Republican,R,MT,2,0,0,380,0,382,382,99.5,0.5,0.0
Z000018,Zinke,Republican,R,MT,10,6,0,366,0,382,376,97.3,2.7,1.6
E000246,Edwards,Republican,R,NC,17,3,0,362,0,382,379,95.5,4.5,0.8
F000450,Foxx,Republican,R,NC,1,3,0,378,0,382,379,99.7,0.3,0.8
H001101,Harrigan,Republican,R,NC,5,8,0,369,0,382,374,98.7,1.3,2.1
H001102,Harris (NC),Republican,R,NC,4,0,0,378,0,382,382,99.0,1.0,0.0
H001067,Hudson,Republican,R,NC,5,4,0,373,0,382,378,98.7,1.3,1.0
K000405,Knott,Republican,R,NC,4,4,0,374,0,382,378,98.9,1.1,1.0
M001240,McDowell,Republican,R,NC,7,1,0,374,0,382,381,98.2,1.8,0.3
M001236,Moore (NC),Republican,R,NC,3,2,0,377,0,382,380,99.2,0.8,0.5
M001210,Murphy,Republican,R,NC,5,67,0,310,0,382,315,98.4,1.6,17.5
R000603,Rouzer,Republican,R,NC,2,4,0,376,0,382,378,99.5,0.5,1.0
F000482,Fedorchak,Republican,R,ND,2,11,0,369,0,382,371,99.5,0.5,2.9
B001298,Bacon,Republican,R,NE,35,2,0,345,0,382,380,90.8,9.2,0.5
F000474,Flood,Republican,R,NE,13,2,0,367,0,382,380,96.6,3.4,0.5
S001172,Smith (NE),Republican,R,NE,9,5,0,368,0,382,377,97.6,2.4,1.3
K000398,Kean,Republican,R,NJ,23,66,0,293,0,382,316,92.7,7.3,17.3
S000522,Smith (NJ),Republican,R,NJ,16,1,0,365,0,382,381,95.8,4.2,0.3
V000133,Van Drew,Republican,R,NJ,17,4,0,361,0,382,378,95.5,4.5,1.0
A000369,Amodei (NV),Republican,R,NV,13,14,0,355,0,382,368,96.5,3.5,3.7
G000597,Garbarino,Republican,R,NY,27,11,2,342,0,382,369,92.7,7.3,2.9
L000598,LaLota,Republican,R,NY,29,7,0,346,0,382,375,92.3,7.7,1.8
L000600,Langworthy,Republican,R,NY,10,5,0,367,0,382,377,97.3,2.7,1.3
L000599,Lawler,Republican,R,NY,41,7,0,334,0,382,375,89.1,10.9,1.8
M000317,Malliotakis,Republican,R,NY,26,6,0,350,0,382,376,93.1,6.9,1.6
S001196,Stefanik,Republican,R,NY,10,65,0,307,0,382,317,96.8,3.2,17.0
T000478,Tenney,Republican,R,NY,4,2,0,376,0,382,380,98.9,1.1,0.5
B001306,Balderson,Republican,R,OH,6,7,0,369,0,382,375,98.4,1.6,1.8
C001126,Carey,Republican,R,OH,14,7,0,361,0,382,375,96.3,3.7,1.8
D000626,Davidson,Republican,R,OH,11,4,2,365,0,382,376,97.1,2.9,1.0
J000289,Jordan,Republican,R,OH,2,10,0,370,0,382,372,99.5,0.5,2.6
J000295,Joyce (OH),Republican,R,OH,27,8,0,347,0,382,374,92.8,7.2,2.1
L000566,Latta,Republican,R,OH,8,0,0,374,0,382,382,97.9,2.1,0.0
M001222,Miller (OH),Republican,R,OH,11,20,0,351,0,382,362,97.0,3.0,5.2
R000619,Rulli,Republican,R,OH,13,21,0,348,0,382,361,96.4,3.6,5.5
T000490,Taylor,Republican,R,OH,7,0,0,375,0,382,382,98.2,1.8,0.0
T000463,Turner (OH),Republican,R,OH,25,7,0,350,0,382,375,93.3,6.7,1.8
B000740,Bice,Republican,R,OK,12,4,0,366,0,382,378,96.8,3.2,1.0
B001317,Brecheen,Republican,R,OK,7,19,0,356,0,382,363,98.1,1.9,5.0
C001053,Cole,Republican,R,OK,17,6,0,359,0,382,376,95.5,4.5,1.6
H001082,Hern (OK),Republican,R,OK,3,7,0,372,0,382,375,99.2,0.8,1.8
L000491,Lucas,Republican,R,OK,12,5,0,365,0,382,377,96.8,3.2,1.3
B000668,Bentz,Republican,R,OR,11,0,0,371,0,382,382,97.1,2.9,0.0
B001327,Bresnahan,Republican,R,PA,29,2,0,351,0,382,380,92.4,7.6,0.5
F000466,Fitzpatrick,Republican,R,PA,82,5,0,295,0,382,377,78.2,21.8,1.3
J000302,Joyce (PA),Republican,R,PA,2,1,0,379,0,382,381,99.5,0.5,0.3
K000376,Kelly (PA),Republican,R,PA,8,8,0,366,0,382,374,97.9,2.1,2.1
M001230,Mackenzie,Republican,R,PA,29,2,0,351,0,382,380,92.4,7.6,0.5
M001204,Meuser,Republican,R,PA,8,20,1,353,0,382,361,97.8,2.2,5.2
P000605,Perry,Republican,R,PA,12,6,0,364,0,382,376,96.8,3.2,1.6
R000610,Reschenthaler,Republican,R,PA,3,9,0,370,0,382,373,99.2,0.8,2.4
S001199,Smucker,Republican,R,PA,6,11,0,365,0,382,371,98.4,1.6,2.9
T000467,Thompson (PA),Republican,R,PA,13,4,0,365,0,382,378,96.6,3.4,1.0
B001325,Biggs (SC),Republican,R,SC,2,0,0,380,0,382,382,99.5,0.5,0.0
F000478,Fry,Republican,R,SC,6,0,1,375,0,382,381,98.4,1.6,0.0
M000194,Mace,Republican,R,SC,9,39,1,333,0,382,342,97.4,2.6,10.2
N000190,Norman,Republican,R,SC,3,24,0,355,0,382,358,99.2,0.8,6.3
T000480,Timmons,Republican,R,SC,3,5,0,374,0,382,377,99.2,0.8,1.3
W000795,Wilson (SC),Republican,R,SC,3,21,0,358,0,382,361,99.2,0.8,5.5
J000301,Johnson (SD),Republican,R,SD,3,3,0,376,0,382,379,99.2,0.8,0.8
B001309,Burchett,Republican,R,TN,12,11,0,359,0,382,371,96.8,3.2,2.9
D000616,DesJarlais,Republican,R,TN,4,14,0,364,0,382,368,98.9,1.1,3.7
F000459,Fleischmann,Republican,R,TN,12,1,0,369,0,382,381,96.9,3.1,0.3
G000590,Green (TN),Republican,R,TN,0,24,0,111,0,135,111,100.0,0.0,17.8
H001086,Harshbarger,Republican,R,TN,3,4,0,375,0,382,378,99.2,0.8,1.0
K000392,Kustoff,Republican,R,TN,6,3,0,373,0,382,379,98.4,1.6,0.8
O000175,Ogles,Republican,R,TN,7,17,0,358,0,382,365,98.1,1.9,4.5
R000612,Rose,Republican,R,TN,5,8,0,369,0,382,374,98.7,1.3,2.1
V000139,Van Epps,Republican,R,TN,1,0,0,172,0,173,173,99.4,0.6,0.0
A000375,Arrington,Republican,R,TX,3,11,0,368,0,382,371,99.2,0.8,2.9
B001291,Babin,Republican,R,TX,4,7,0,371,0,382,375,98.9,1.1,1.8
C001051,Carter (TX),Republican,R,TX,8,3,0,371,0,382,379,97.9,2.1,0.8
C001115,Cloud,Republican,R,TX,8,3,0,371,0,382,379,97.9,2.1,0.8
C001120,Crenshaw,Republican,R,TX,3,32,0,347,0,382,350,99.1,0.9,8.4
D000594,De La Cruz,Republican,R,TX,4,20,0,358,0,382,362,98.9,1.1,5.2
E000071,Ellzey,Republican,R,TX,14,2,0,366,0,382,380,96.3,3.7,0.5
F000246,Fallon,Republican,R,TX,2,4,0,376,0,382,378,99.5,0.5,1.0
G000603,Gill (TX),Republican,R,TX,5,5,0,372,0,382,377,98.7,1.3,1.3
G000601,Goldman (TX),Republican,R,TX,2,0,0,380,0,382,382,99.5,0.5,0.0
G000594,"Gonzales, Tony",Republican,R,TX,3,34,0,299,0,336,302,99.0,1.0,10.1
G000589,Gooden,Republican,R,TX,4,0,0,378,0,382,382,99.0,1.0,0.0
H001095,Hunt,Republican,R,TX,2,91,0,289,0,382,291,99.3,0.7,23.8
J000304,Jackson (TX),Republican,R,TX,3,8,0,371,0,382,374,99.2,0.8,2.1
L000603,Luttrell,Republican,R,TX,6,2,0,374,0,382,380,98.4,1.6,0.5
M001157,McCaul,Republican,R,TX,14,31,0,337,0,382,351,96.0,4.0,8.1
M001224,Moran,Republican,R,TX,3,2,1,376,0,382,379,99.2,0.8,0.5
N000026,Nehls,Republican,R,TX,3,20,0,359,0,382,362,99.2,0.8,5.2
P000048,Pfluger,Republican,R,TX,4,2,0,376,0,382,380,98.9,1.1,0.5
R000614,Roy,Republican,R,TX,11,11,0,360,0,382,371,97.0,3.0,2.9
S001224,Self,Republican,R,TX,10,7,0,365,0,382,375,97.3,2.7,1.8
S000250,Sessions,Republican,R,TX,5,1,0,376,0,382,381,98.7,1.3,0.3
V000134,Van Duyne,Republican,R,TX,3,1,0,378,0,382,381,99.2,0.8,0.3
W000814,Weber (TX),Republican,R,TX,1,8,0,373,0,382,374,99.7,0.3,2.1
W000816,Williams (TX),Republican,R,TX,6,13,0,363,0,382,369,98.4,1.6,3.4
K000403,Kennedy (UT),Republican,R,UT,4,4,0,374,0,382,378,98.9,1.1,1.0
M001228,Maloy,Republican,R,UT,16,3,0,363,0,382,379,95.8,4.2,0.8
M001213,Moore (UT),Republican,R,UT,9,1,0,372,0,382,381,97.6,2.4,0.3
O000086,Owens,Republican,R,UT,10,5,0,367,0,382,377,97.3,2.7,1.3
C001118,Cline,Republican,R,VA,3,2,0,377,0,382,380,99.2,0.8,0.5
G000568,Griffith,Republican,R,VA,11,0,1,370,0,382,381,97.1,2.9,0.0
K000399,Kiggans (VA),Republican,R,VA,20,2,0,360,0,382,380,94.7,5.3,0.5
M001239,McGuire,Republican,R,VA,3,1,0,378,0,382,381,99.2,0.8,0.3
W000804,Wittman,Republican,R,VA,9,10,0,363,0,382,372,97.6,2.4,2.6
B001322,Baumgartner,Republican,R,WA,5,6,0,371,0,382,376,98.7,1.3,1.6
N000189,Newhouse,Republican,R,WA,18,7,0,357,0,382,375,95.2,4.8,1.8
F000471,Fitzgerald,Republican,R,WI,3,3,0,376,0,382,379,99.2,0.8,0.8
G000576,Grothman,Republican,R,WI,1,8,0,373,0,382,374,99.7,0.3,2.1
S001213,Steil,Republican,R,WI,4,3,0,375,0,382,379,98.9,1.1,0.8
T000165,Tiffany,Republican,R,WI,3,9,0,370,0,382,373,99.2,0.8,2.4
V000135,Van Orden,Republican,R,WI,12,29,1,340,0,382,352,96.6,3.4,7.6
W000829,Wied,Republican,R,WI,3,3,0,376,0,382,379,99.2,0.8,0.8
M001205,Miller (WV),Republican,R,WV,2,7,0,373,0,382,375,99.5,0.5,1.8
M001235,Moore (WV),Republican,R,WV,10,6,0,366,0,382,376,97.3,2.7,1.6
H001096,Hageman,Republican,R,WY,5,1,0,376,0,382,381,98.7,1.3,0.3
K000404,King-Hinds,Republican,R,XX,19,8,0,13,0,40,32,40.6,59.4,20.0
M001219,Moylan,Republican,R,XX,18,6,0,16,0,40,34,47.1,52.9,15.0
R000600,Radewagen,Republican,R,XX,0,28,0,12,0,40,12,100.0,0.0,70.0
